"new_id","mig_batch_id","old_id","kind","old_relative_path","new_relative_path","title","migration_status","evidence_level"
"DEC-20260604T000000Z-mig-D20260604R010A4S5OOSREJED236E","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S5-oos-reject-trade-promotion","decision","🔀 决策\D20260604-R010A4S5-OOS否决交易化保留默认关闭.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S5OOSREJED236E_D20260604-R010A4S5OOS否决交易化保留默认关闭.md","D20260604-R010A4S5 OOS否决交易化保留默认关闭","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S5TOP1FAS19CC2","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S5-top1-fast-weak-promote-oos","decision","🔀 决策\D20260604-R010A4S5-Top1近端衰竭替换进入OOS默认关闭验证.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S5TOP1FAS19CC2_D20260604-R010A4S5Top1近端衰竭替换进入OOS默认关闭验证.md","D20260604-R010A4S5 Top1近端衰竭替换进入OOS默认关闭验证","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4S6ARCHIVEB4BBD","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4S6-archive-readonly-diagnostic","decision","🔀 决策\D20260604-R010A4S6-R010A4交易路径归档为只读诊断.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4S6ARCHIVEB4BBD_D20260604-R010A4S6R010A4交易路径归档为只读诊断.md","D20260604-R010A4S6 R010A4交易路径归档为只读诊断","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A4SOFTRANKF4520F","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A4-soft-rank-field-implementation-audit","decision","🔀 决策\D20260604-R010A4-软排序字段实现审计完成.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A4SOFTRANKF4520F_D20260604-R010A4软排序字段实现审计完成.md","D20260604-R010A4 软排序字段实现审计完成","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A5A2FILTERTB61F2","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A5-A2-filter-thin-antichurn-shadow","decision","🔀 决策\D20260604-R010A5-A2过滤层稀薄换仓进入默认关闭Shadow.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A5A2FILTERTB61F2_D20260604-R010A5A2过滤层稀薄换仓进入默认关闭Shadow.md","D20260604-R010A5 A2过滤层稀薄换仓进入默认关闭Shadow","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A6S3KEEPCURF40D7","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A6S3-keep-current-path-attribution","decision","🔀 决策\D20260604-R010A6S3-保持旧仓失败归因为替代路径错误.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A6S3KEEPCURF40D7_D20260604-R010A6S3保持旧仓失败归因为替代路径错误.md","D20260604-R010A6S3 保持旧仓失败归因为替代路径错误","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A6FILTERTHIF1C3F","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A6-filter-thin-keep-current-smoke-reject","decision","🔀 决策\D20260604-R010A6-过滤层稀薄保持旧仓2024Smoke否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A6FILTERTHIF1C3F_D20260604-R010A6过滤层稀薄保持旧仓2024Smoke否决.md","D20260604-R010A6 过滤层稀薄保持旧仓2024Smoke否决","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A7FILTERTHIE012B","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A7-filter-thin-alternative-target-readonly-reject","decision","🔀 决策\D20260604-R010A7-过滤层稀薄替代目标只读否决.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A7FILTERTHIE012B_D20260604-R010A7过滤层稀薄替代目标只读否决.md","D20260604-R010A7 过滤层稀薄替代目标只读否决","migrated_unverified","legacy_raw"
"DEC-20260604T000000Z-mig-D20260604R010A8FILTERTHI98CD9","MIG-20260605T120000Z-mig-BATCH","D20260604-R010A8-filter-thin-top2-ret5-positive-top3-smoke-candidate","decision","🔀 决策\D20260604-R010A8-过滤层稀薄Top2正ret5时Top3替代进入Smoke候选.md","05_研究决策\DEC-20260604T000000Z-mig-D20260604R010A8FILTERTHI98CD9_D20260604-R010A8过滤层稀薄Top2正ret5时Top3替代进入Smoke候选.md","D20260604-R010A8 过滤层稀薄Top2正ret5时Top3替代进入Smoke候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-R010OVERHEAT8BB73","MIG-20260605T120000Z-mig-BATCH","R010-OVERHEAT","decision","🔀 决策\D20260605-OVERHEAT-001-过热拥挤机制保留并拆分职责.md","05_研究决策\DEC-20260605T000000Z-mig-R010OVERHEAT8BB73_D20260605-OVERHEAT-001过热拥挤机制保留并拆分职责.md","D20260605-OVERHEAT-001 过热拥挤机制保留并拆分职责","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A10A2LOWDIS81A24","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A10-a2-low-disp-small-gap-delay-shadow-candidate","decision","🔀 决策\D20260605-R010A10-A2换仓低离散小差距延迟确认进入默认关闭Shadow候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A10A2LOWDIS81A24_D20260605R010A10A2换仓低离散小差距延迟确认进入默认关闭Shadow候选.md","D20260605 R010A10 A2 换仓低离散小差距延迟确认进入默认关闭 Shadow 候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A10S1SHADOW67360","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A10S1-shadow-isolation-pass-low-trigger-capacity","decision","🔀 决策\D20260605-R010A10S1-Shadow四分段隔离通过但触发容量不足.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A10S1SHADOW67360_D20260605R010A10S1Shadow四分段隔离通过但触发容量不足.md","D20260605 R010A10S1 Shadow 四分段隔离通过但触发容量不足","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A120020A499","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A12-002","decision","🔀 决策\D20260605-R010A12-002-lit_gate6正式首轮转风险优先候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A120020A499_D20260605-R010A12-002lit_gate6正式首轮转风险优先候选.md","D20260605-R010A12-002 lit_gate6 正式首轮转风险优先候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A120034C556","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A12-003","decision","🔀 决策\D20260605-R010A12-003-lit_gate6四段验证不替代hard5.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A120034C556_D20260605-R010A12-003lit_gate6四段验证不替代hard5.md","D20260605-R010A12-003 lit_gate6 四段验证不替代 hard5","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A12001B6233","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A12-001","decision","🔀 决策\D20260605-R010A12-顶刊文献过热门控进入formal候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A12001B6233_D20260605-R010A12顶刊文献过热门控进入formal候选.md","D20260605-R010A12 顶刊文献过热门控进入 formal 候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOW25138E","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-shadow-2024-smoke-pass-no-live","decision","🔀 决策\D20260605-R010A9S3-Shadow2024Smoke交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOW25138E_D20260605-R010A9S3Shadow2024Smoke交易隔离通过.md","D20260605-R010A9S3 Shadow 2024 Smoke 交易隔离通过","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWME239F","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-shadow-multisegment-smoke-pass-no-live","decision","🔀 决策\D20260605-R010A9S3-Shadow多分段Smoke交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWME239F_D20260605-R010A9S3Shadow多分段Smoke交易隔离通过.md","D20260605-R010A9S3 Shadow 多分段 Smoke 交易隔离通过","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWF15A7F","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-shadow-four-segment-pass-no-live","decision","🔀 决策\D20260605-R010A9S3-Shadow四分段全覆盖交易隔离通过.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3SHADOWF15A7F_D20260605-R010A9S3Shadow四分段全覆盖交易隔离通过.md","D20260605-R010A9S3 Shadow 四分段全覆盖交易隔离通过","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3NEGATIV01981","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-negative-trigger-guard-no-promotion","decision","🔀 决策\D20260605-R010A9S3-负贡献收窄规则暂不推进.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3NEGATIV01981_D20260605-R010A9S3负贡献收窄规则暂不推进.md","D20260605-R010A9S3 负贡献收窄规则暂不推进","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3FILTERT522F8","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9-S3-filter-thin-top3-default-off-candidate","decision","🔀 决策\D20260605-R010A9-S3过滤层稀薄Top3替代进入默认关闭候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3FILTERT522F8_D20260605-R010A9S3过滤层稀薄Top3替代进入默认关闭候选.md","D20260605-R010A9 S3 过滤层稀薄 Top3 替代进入默认关闭候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3PROMOTEA1784","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-promote-shadow-observation-no-live","decision","🔀 决策\D20260605-R010A9S3-进入默认关闭Shadow观察规格.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3PROMOTEA1784_D20260605-R010A9S3进入默认关闭Shadow观察规格.md","D20260605-R010A9S3 进入默认关闭 Shadow 观察规格","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3EVENTTRFF926","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-event-tradability-review-no-live","decision","🔀 决策\D20260605-R010A9S3-十五触发成交可用性复核暂不实盘.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3EVENTTRFF926_D20260605-R010A9S3十五触发成交可用性复核暂不实盘.md","D20260605-R010A9S3 十五触发成交可用性复核暂不实盘","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S3PREVISIBED4A","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S3-previsible-capacity-guard-preregister","decision","🔀 决策\D20260605-R010A9S3-预可见容量护栏进入预注册候选.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S3PREVISIBED4A_D20260605-R010A9S3预可见容量护栏进入预注册候选.md","D20260605-R010A9S3 预可见容量护栏进入预注册候选","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S4HOTBRAN07EE6","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S4-hot-branch-2024-smoke-reject","decision","🔀 决策\D20260605-R010A9S4-高热度窄主线热分支2024Smoke否决.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S4HOTBRAN07EE6_D20260605-R010A9S4高热度窄主线热分支2024Smoke否决.md","D20260605-R010A9S4 高热度窄主线热分支 2024 Smoke 否决","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5LIVEREACBC67","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S5-live-readiness-keep-shadow","decision","🔀 决策\D20260605-R010A9S5-LiveReadiness未通过保持Shadow.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5LIVEREACBC67_D20260605R010A9S5Live-Readiness未通过保持Shadow.md","D20260605 R010A9S5 Live-Readiness 未通过保持 Shadow","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5SECONDGA3C4D","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S5-second-guard-weak-preregister","decision","🔀 决策\D20260605-R010A9S5-二级护栏弱候选进入预注册不交易化.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5SECONDGA3C4D_D20260605R010A9S5二级护栏弱候选进入预注册不交易化.md","D20260605 R010A9S5 二级护栏弱候选进入预注册不交易化","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S5CAPACIT8C374","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S5-capacity-shadow-isolation-pass","decision","🔀 决策\D20260605-R010A9S5-容量护栏Shadow通过四分段隔离.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S5CAPACIT8C374_D20260605R010A9S5容量护栏Shadow通过四分段隔离.md","D20260605 R010A9S5 容量护栏 Shadow 通过四分段隔离","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-D20260605R010A9S6SHADOWI6363E","MIG-20260605T120000Z-mig-BATCH","D20260605-R010A9S6-shadow-isolation-pass-no-live","decision","🔀 决策\D20260605-R010A9S6-二级护栏Shadow通过四分段隔离但不交易化.md","05_研究决策\DEC-20260605T000000Z-mig-D20260605R010A9S6SHADOWI6363E_D20260605R010A9S6二级护栏Shadow通过四分段隔离但不交易化.md","D20260605 R010A9S6 二级护栏 Shadow 通过四分段隔离但不交易化","migrated_unverified","legacy_raw"
"DEC-20260605T000000Z-mig-R010A11F55BE","MIG-20260605T120000Z-mig-BATCH","R010-A11","decision","🔀 决策\D20260605-SCORECAP-001-score大于5硬过滤保留但进入替代研究.md","05_研究决策\DEC-20260605T000000Z-mig-R010A11F55BE_D20260605-SCORECAP-001score大于5硬过滤保留但进入替代研究.md","D20260605-SCORECAP-001 score 大于 5 硬过滤保留但进入替代研究","migrated_unverified","legacy_raw"
"MIG-20260604T000000Z-mig-H6C192B7C6C192","MIG-20260605T120000Z-mig-BATCH","决策链路说明","archive","🔀 决策\决策链路说明.md","12_归档\旧库迁移原文\MIG-20260604T000000Z-mig-H6C192B7C6C192_决策链路说明.md","决策链路说明","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-1ETFB19AE","MIG-20260605T120000Z-mig-BATCH","批次1-ETF动量轮动","archive","🔗 文献映射\批次1-ETF动量轮动.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-1ETFB19AE_第一批期刊灵感索引.md","第一批期刊灵感索引","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-2EAADD","MIG-20260605T120000Z-mig-BATCH","批次2-多策略因子","archive","🔗 文献映射\批次2-多策略因子.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-2EAADD_第二批顶刊灵感索引.md","第二批顶刊灵感索引","migrated_unverified","legacy_raw"
"MIG-20260603T000000Z-mig-3R010D5F439","MIG-20260605T120000Z-mig-BATCH","批次3-R010D落地","archive","🔗 文献映射\批次3-R010D落地.md","12_归档\旧库迁移原文\MIG-20260603T000000Z-mig-3R010D5F439_第三批顶刊灵感索引：R010-D适配.md","第三批顶刊灵感索引：R010-D适配","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R2026052100171186","MIG-20260605T120000Z-mig-BATCH","R20260521-001","experiment","🧪 实验\R20260521-001_ETF双池波动率缩放仓位.md","04_实验记录\EX-20260521T000000Z-mig-R2026052100171186_R20260521-001ETF双池波动率缩放仓位.md","R20260521-001 ETF双池波动率缩放仓位","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521002E8F95","MIG-20260605T120000Z-mig-BATCH","R20260521-002","experiment","🧪 实验\R20260521-002_ETF双池条件触发波动率风控.md","04_实验记录\EX-20260521T000000Z-mig-R20260521002E8F95_R20260521-002ETF双池条件触发波动率风控.md","R20260521-002 ETF双池条件触发波动率风控","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R2026052100335636","MIG-20260605T120000Z-mig-BATCH","R20260521-003","experiment","🧪 实验\R20260521-003_ETF双池目标ETF自身急跌风控.md","04_实验记录\EX-20260521T000000Z-mig-R2026052100335636_R20260521-003ETF双池目标ETF自身急跌风控.md","R20260521-003 ETF双池目标ETF自身急跌风控","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R202605210046E43A","MIG-20260605T120000Z-mig-BATCH","R20260521-004","experiment","🧪 实验\R20260521-004_ETF双池自身急跌排序惩罚.md","04_实验记录\EX-20260521T000000Z-mig-R202605210046E43A_R20260521-004ETF双池自身急跌排序惩罚.md","R20260521-004 ETF双池自身急跌排序惩罚","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521005BE7AC","MIG-20260605T120000Z-mig-BATCH","R20260521-005","experiment","🧪 实验\R20260521-005_ETF双池Top5绝对动量准入防守.md","04_实验记录\EX-20260521T000000Z-mig-R20260521005BE7AC_R20260521-005ETF双池Top5绝对动量准入防守.md","R20260521-005 ETF双池Top5绝对动量准入防守","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R202605210069BE6D","MIG-20260605T120000Z-mig-BATCH","R20260521-006","experiment","🧪 实验\R20260521-006_ETF双池动量质量因子准入.md","04_实验记录\EX-20260521T000000Z-mig-R202605210069BE6D_R20260521-006ETF双池动量质量因子准入.md","R20260521-006 ETF双池动量质量因子准入","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521006GOV174B0","MIG-20260605T120000Z-mig-BATCH","R20260521-006-GOV","experiment","🧪 实验\R20260521-006_动量质量因子准入总记录.md","04_实验记录\EX-20260521T000000Z-mig-R20260521006GOV174B0_I20260521-007动量质量因子准入.md","I20260521-007 动量质量因子准入","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521007B9B96","MIG-20260605T120000Z-mig-BATCH","R20260521-007","experiment","🧪 实验\R20260521-007_平滑上涨参数稳定性与样本外验证.md","04_实验记录\EX-20260521T000000Z-mig-R20260521007B9B96_R20260521-007平滑上涨参数稳定性与样本外验证.md","R20260521-007 平滑上涨参数稳定性与样本外验证","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521008A7A63","MIG-20260605T120000Z-mig-BATCH","R20260521-008","experiment","🧪 实验\R20260521-008_平滑上涨w80q045多周期样本外验证.md","04_实验记录\EX-20260521T000000Z-mig-R20260521008A7A63_R20260521-008平滑上涨w80q045多周期样本外验证.md","R20260521-008 平滑上涨 w80/q045 多周期样本外验证","migrated_unverified","legacy_raw"
"EX-20260521T000000Z-mig-R20260521009CE522","MIG-20260605T120000Z-mig-BATCH","R20260521-009","experiment","🧪 实验\R20260521-009_平滑上涨软排序实验.md","04_实验记录\EX-20260521T000000Z-mig-R20260521009CE522_R20260521-009平滑上涨软排序实验.md","R20260521-009 平滑上涨软排序实验","migrated_unverified","legacy_raw"
"EX-20260522T000000Z-mig-R20260522010691E3","MIG-20260605T120000Z-mig-BATCH","R20260522-010","experiment","🧪 实验\R20260522-010_ETF双池轮动适用市场环境归因.md","04_实验记录\EX-20260522T000000Z-mig-R20260522010691E3_R20260522-010ETF双池轮动适用市场环境归因.md","R20260522-010 ETF双池轮动适用市场环境归因","migrated_unverified","legacy_raw"
"EX-20260522T000000Z-mig-R202605220118C2A9","MIG-20260605T120000Z-mig-BATCH","R20260522-011","experiment","🧪 实验\R20260522-011_市场状态识别文献库与R010设计.md","04_实验记录\EX-20260522T000000Z-mig-R202605220118C2A9_R20260522-011市场状态识别文献库与R010设计.md","R20260522-011 市场状态识别文献库与 R010 设计","migrated_unverified","legacy_raw"
"EX-20260522T000000Z-mig-R202605220127CB6E","MIG-20260605T120000Z-mig-BATCH","R20260522-012","experiment","🧪 实验\R20260522-012_市场状态识别方法库建设.md","04_实验记录\EX-20260522T000000Z-mig-R202605220127CB6E_R20260522-012市场状态识别方法库建设.md","R20260522-012 市场状态识别方法库建设","migrated_unverified","legacy_raw"
"EX-20260523T000000Z-mig-R202605230131EEE2","MIG-20260605T120000Z-mig-BATCH","R20260523-013","experiment","🧪 实验\R20260523-013_R010A市场状态识别规格书与接口设计.md","04_实验记录\EX-20260523T000000Z-mig-R202605230131EEE2_R20260523-013R010-A市场状态识别规格书与接口设计.md","R20260523-013 R010-A市场状态识别规格书与接口设计","migrated_unverified","legacy_raw"
"EX-20260529T000000Z-mig-R202605290143E871","MIG-20260605T120000Z-mig-BATCH","R20260529-014","experiment","🧪 实验\R20260529-014_ETF双池全向防阴跌模块初测.md","04_实验记录\EX-20260529T000000Z-mig-R202605290143E871_R20260529-014ETF双池全向防阴跌模块初测.md","R20260529-014 ETF双池全向防阴跌模块初测","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530015AD411","MIG-20260605T120000Z-mig-BATCH","R20260530-015","experiment","🧪 实验\R20260530-015_原策略阴跌v2二元KillSwitch复现.md","04_实验记录\EX-20260530T000000Z-mig-R20260530015AD411_R20260530-015原策略阴跌v2二元KillSwitch复现—KILL.md","R20260530-015 原策略阴跌v2二元KillSwitch复现 — KILL","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R202605300163B929","MIG-20260605T120000Z-mig-BATCH","R20260530-016","experiment","🧪 实验\R20260530-016_R010A市场状态日志首轮实现.md","04_实验记录\EX-20260530T000000Z-mig-R202605300163B929_R20260530-016R010-A市场状态日志首轮实现.md","R20260530-016 R010-A 市场状态日志首轮实现","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530017F49CB","MIG-20260605T120000Z-mig-BATCH","R20260530-017","experiment","🧪 实验\R20260530-017_ETF双池Top5绝对动量2022复核.md","04_实验记录\EX-20260530T000000Z-mig-R20260530017F49CB_R20260530-017ETF双池Top5绝对动量2022复核.md","R20260530-017 ETF双池Top5绝对动量2022复核","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530018AF185","MIG-20260605T120000Z-mig-BATCH","R20260530-018","experiment","🧪 实验\R20260530-018_ETF双池回撤归因与防守触发源分析.md","04_实验记录\EX-20260530T000000Z-mig-R20260530018AF185_R20260530-018ETF双池回撤归因与防守触发源分析.md","R20260530-018 ETF双池回撤归因与防守触发源分析","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R2026053001929DC0","MIG-20260605T120000Z-mig-BATCH","R20260530-019","experiment","🧪 实验\R20260530-019_ETF双池池内动量衰竭状态日志.md","04_实验记录\EX-20260530T000000Z-mig-R2026053001929DC0_R20260530-019ETF双池池内动量衰竭状态日志.md","R20260530-019 ETF双池池内动量衰竭状态日志","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530020B9CD4","MIG-20260605T120000Z-mig-BATCH","R20260530-020","experiment","🧪 实验\R20260530-020_R010B分级防守动作日志实现.md","04_实验记录\EX-20260530T000000Z-mig-R20260530020B9CD4_R20260530-020R010B分级防守动作日志实现.md","R20260530-020 R010B分级防守动作日志实现","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530020A41379","MIG-20260605T120000Z-mig-BATCH","R20260530-020A","experiment","🧪 实验\R20260530-020A_R010B分段恢复记录.md","04_实验记录\EX-20260530T000000Z-mig-R20260530020A41379_R010-B分段恢复记录.md","R010-B 分段恢复记录","migrated_unverified","legacy_raw"
"EX-20260530T000000Z-mig-R20260530021A0513","MIG-20260605T120000Z-mig-BATCH","R20260530-021","experiment","🧪 实验\R20260530-021_R010B1动作消融首轮实现.md","04_实验记录\EX-20260530T000000Z-mig-R20260530021A0513_R20260530-021R010B1动作消融首轮实现.md","R20260530-021 R010B1动作消融首轮实现","migrated_unverified","legacy_raw"
"EX-20260531T000000Z-mig-R20260531022FBCDE","MIG-20260605T120000Z-mig-BATCH","R20260531-022","experiment","🧪 实验\R20260531-022_R010C动作启动信号诊断与重构.md","04_实验记录\EX-20260531T000000Z-mig-R20260531022FBCDE_R20260531-022R010C动作启动信号诊断与重构.md","R20260531-022 R010C动作启动信号诊断与重构","reviewed_observe_log_only","L1_readonly_legacy_review"
"EX-20260531T000000Z-mig-R20260531023034D3","MIG-20260605T120000Z-mig-BATCH","R20260531-023","experiment","🧪 实验\R20260531-023_R010C1_A0失速预警日志层首轮.md","04_实验记录\EX-20260531T000000Z-mig-R20260531023034D3_R20260531-023R010C1A0失速预警日志层首轮.md","R20260531-023 R010C1 A0失速预警日志层首轮","reviewed_observe_log_only","L1_readonly_legacy_review"
"EX-20260531T000000Z-mig-R202605310243C468","MIG-20260605T120000Z-mig-BATCH","R20260531-024","experiment","🧪 实验\R20260531-024_R010D_A1风险层启动方式重估.md","04_实验记录\EX-20260531T000000Z-mig-R202605310243C468_R20260531-024R010DA1风险层启动方式重估.md","R20260531-024 R010D A1风险层启动方式重估","migrated_unverified","legacy_raw"
"EX-20260531T000000Z-mig-R20260531025E9D88","MIG-20260605T120000Z-mig-BATCH","R20260531-025","experiment","🧪 实验\R20260531-025_R010E条件抗抖首轮.md","04_实验记录\EX-20260531T000000Z-mig-R20260531025E9D88_R20260531-025R010E条件抗抖首轮.md","R20260531-025 R010E条件抗抖首轮","migrated_unverified","legacy_raw"
"EX-20260601T000000Z-mig-R20260601027BA5D5","MIG-20260605T120000Z-mig-BATCH","R20260601-027","experiment","🧪 实验\R20260601-027_R026B-light-cap90离线实验预注册.md","04_实验记录\EX-20260601T000000Z-mig-R20260601027BA5D5_R20260601-027R026B-light-cap90离线实验预注册.md","R20260601-027 R026B-light-cap90离线实验预注册","migrated_unverified","legacy_raw"
"EX-20260601T000000Z-mig-R2026060102845A88","MIG-20260605T120000Z-mig-BATCH","R20260601-028","experiment","🧪 实验\R20260601-028_B3-gate误拦截Top1斜率放松预注册.md","04_实验记录\EX-20260601T000000Z-mig-R2026060102845A88_R20260601-028B3-gate误拦截Top1斜率放松预注册.md","R20260601-028 B3-gate误拦截Top1斜率放松预注册","migrated_unverified","legacy_raw"
"EX-20260601T000000Z-mig-R20260601028R010B405D28","MIG-20260605T120000Z-mig-BATCH","R20260601-028-R010B4","experiment","🧪 实验\R20260601-028_R010B4_B3Gate强度分层研究.md","04_实验记录\EX-20260601T000000Z-mig-R20260601028R010B405D28_R20260601-028R010B4B3Gate强度分层研究.md","R20260601-028 R010B4 B3Gate强度分层研究","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"EX-20260601T000000Z-mig-R20260601029R010B4TIEREDBD1A7","MIG-20260605T120000Z-mig-BATCH","R20260601-029-R010B4-tiered-v2","experiment","🧪 实验\R20260601-029_R010B4_B3Gate强度分层TieredV2预注册.md","04_实验记录\EX-20260601T000000Z-mig-R20260601029R010B4TIEREDBD1A7_R20260601-029R010B4B3Gate强度分层TieredV2预注册.md","R20260601-029 R010B4 B3Gate强度分层TieredV2预注册","reviewed_readonly_baseline_skeleton","L2_readonly_platform_review"
"EX-20260602T000000Z-mig-R20260602030R020A2021GAPEE638","MIG-20260605T120000Z-mig-BATCH","R20260602-030-R020A-2021-gap-watch-label","experiment","🧪 实验\R20260602-030_R020A_2021慢性失速只读标签审计.md","04_实验记录\EX-20260602T000000Z-mig-R20260602030R020A2021GAPEE638_R20260602-030R020A2021慢性失速只读标签审计.md","R20260602-030 R020A 2021慢性失速只读标签审计","migrated_unverified","legacy_raw"
